doc,email,date,event,event_id
10000048569,cliente485_0@exemplo.com,2026-09-15,delivered,m1180
10000017760,cliente177_0@exemplo.com,2026-09-17,bounce_hard,m412
10000039810,cliente398_0@exemplo.com,2026-09-13,bounce_hard,m972
10000036986,cliente369_0@exemplo.com,2026-07-27,bounce_hard,m897
10000030198,cliente301_0@exemplo.com,2026-08-12,bounce_hard,m733
10000035076,cliente350_0@exemplo.com,2026-09-05,delivered,m851
10000033103,cliente331_0@exemplo.com,2026-09-16,bounce_hard,m799
10000029696,cliente296_1@exemplo.com,2026-08-04,bounce_hard,m727
10000010405,cliente104_0@exemplo.com,2026-09-15,delivered,m244
10000037362,cliente373_0@exemplo.com,2026-07-30,delivered,m916
10000038172,cliente381_0@exemplo.com,2026-09-23,delivered,m942
10000034266,cliente342_0@exemplo.com,2026-09-07,delivered,m824
10000047759,cliente477_0@exemplo.com,2026-09-21,bounce_hard,m1153
10000037877,cliente378_1@exemplo.com,2026-09-11,delivered,m934
10000018902,CLIENTE189_1@EXEMPLO.COM,2026-08-17,bounce_hard,m441
10000017922,cliente179_1@exemplo.com,2026-09-07,delivered,m416
10000047759,cliente477_0@exemplo.com,2026-07-27,bounce_hard,m1151
10000021016,cliente210_0@exemplo.com,2026-09-02,bounce_hard,m492
10000043508,cliente435_0@exemplo.com,2026-07-28,delivered,m1052
10000023493,cliente234_0@exemplo.com,2026-09-21,bounce_hard,m557
10000044148,cliente441_0@exemplo.com,2026-09-06,delivered,m1070
10000043095,cliente430_0@exemplo.com,2026-08-29,delivered,m1034
10000022179,cliente221_0@exemplo.com,2026-08-19,bounce_hard,m513
10000013935,cliente139_1@exemplo.com,2026-09-13,bounce_hard,m307
10000028614,cliente286_1@exemplo.com,2026-09-20,bounce_hard,m674
10000007536,cliente75_1@exemplo.com,2026-09-20,delivered,m167
10000048135,cliente481_0@exemplo.com,2026-08-13,bounce_hard,m1166
10000015202,cliente152_0@exemplo.com,2026-07-30,bounce_hard,m347
10000041807,CLIENTE418_0@EXEMPLO.COM,2026-09-19,bounce_hard,m1008
10000030864,cliente308_1@exemplo.com,2026-08-21,delivered,m737
10000034002,cliente340_0@exemplo.com,2026-08-29,delivered,m817
10000008001,cliente80_1@exemplo.com,2026-08-03,delivered,m191
10000003891,cliente38_0@exemplo.com,2026-08-31,delivered,m67
10000038172,cliente381_1@exemplo.com,2026-09-20,delivered,m941
10000047325,cliente473_0@exemplo.com,2026-09-19,delivered,m1145
10000028703,cliente287_0@exemplo.com,2026-08-29,click,m681
10000018732,cliente187_0@exemplo.com,2026-07-28,bounce_hard,m429
10000027561,cliente275_1@exemplo.com,2026-09-21,bounce_hard,m652
10000034266,cliente342_1@exemplo.com,2026-09-22,delivered,m825
10000034770,cliente347_0@exemplo.com,2026-07-27,bounce_hard,m838
10000029262,cliente292_0@exemplo.com,2026-07-31,bounce_hard,m704
10000047325,cliente473_0@exemplo.com,2026-09-19,delivered,m1144
10000046000,cliente460_0@exemplo.com,2026-09-07,bounce_hard,m1119
10000007617,cliente76_1@exemplo.com,2026-09-08,delivered,m176
10000018066,cliente180_0@exemplo.com,2026-09-11,delivered,m422
10000001171,cliente11_1@exemplo.com,2026-09-06,delivered,m16
10000005916,CLIENTE59_0@EXEMPLO.COM,2026-07-27,delivered,m105
10000004863,cliente48_0@exemplo.com,2026-08-15,delivered,m88
10000019704,cliente197_0@exemplo.com,2026-08-15,delivered,m465
10000029262,cliente292_1@exemplo.com,2026-09-18,open,m703
10000024627,cliente246_0@exemplo.com,2026-08-22,delivered,m596
10000043680,CLIENTE436_0@EXEMPLO.COM,2026-08-12,bounce_hard,m1057
10000016284,cliente162_1@exemplo.com,2026-09-04,delivered,m382
10000037281,cliente372_1@exemplo.com,2026-08-18,delivered,m911
10000023302,cliente233_0@exemplo.com,2026-08-24,bounce_hard,m550
10000023574,cliente235_0@exemplo.com,2026-09-24,delivered,m563
10000047325,cliente473_0@exemplo.com,2026-09-02,open,m1140
10000012106,cliente121_1@exemplo.com,2026-08-18,delivered,m270
10000007021,cliente70_1@exemplo.com,2026-07-27,delivered,m152
10000023655,cliente236_0@exemplo.com,2026-09-13,bounce_hard,m565
10000039659,cliente396_1@exemplo.com,2026-09-07,delivered,m967
10000010839,CLIENTE108_1@EXEMPLO.COM,2026-09-21,delivered,m252
10000017760,cliente177_1@exemplo.com,2026-08-01,bounce_hard,m408
10000002143,CLIENTE21_1@EXEMPLO.COM,2026-08-10,delivered,m28
10000006564,cliente65_0@exemplo.com,2026-07-29,bounce_hard,m128
10000006300,cliente63_0@exemplo.com,2026-08-03,delivered,m124
10000018732,cliente187_0@exemplo.com,2026-08-07,bounce_hard,m428
10000019976,cliente199_1@exemplo.com,2026-09-23,delivered,m471
10000037443,cliente374_0@exemplo.com,2026-09-02,delivered,m918
10000000604,cliente6_0@exemplo.com,2026-08-22,delivered,m12
10000037877,cliente378_1@exemplo.com,2026-09-11,delivered,m934
10000028967,cliente289_0@exemplo.com,2026-08-08,bounce_hard,m692
10000022330,cliente223_1@exemplo.com,2026-09-19,delivered,m516
10000031160,cliente311_0@exemplo.com,2026-08-12,bounce_hard,m748
10000038334,cliente383_1@exemplo.com,2026-08-28,delivered,m943
10000029009,cliente290_0@exemplo.com,2026-08-19,delivered,m695
10000032565,cliente325_1@exemplo.com,2026-08-27,delivered,m778
10000007617,cliente76_0@exemplo.com,2026-08-04,delivered,m177
10000029262,cliente292_1@exemplo.com,2026-09-08,delivered,m708
10000015806,cliente158_0@exemplo.com,2026-09-19,bounce_hard,m372
10000008427,cliente84_0@exemplo.com,2026-09-21,delivered,m200
10000038768,cliente387_0@exemplo.com,2026-08-01,delivered,m949
10000043842,cliente438_0@exemplo.com,2026-08-01,bounce_hard,m1061
10000005916,cliente59_0@exemplo.com,2026-09-04,delivered,m106
10000003034,CLIENTE30_1@EXEMPLO.COM,2026-09-11,bounce_hard,m49
10000016101,cliente161_0@exemplo.com,2026-09-13,bounce_hard,m376
10000036129,cliente361_1@exemplo.com,2026-09-02,open,m869
10000024031,cliente240_1@exemplo.com,2026-08-06,bounce_hard,m575
10000048054,cliente480_0@exemplo.com,2026-08-29,bounce_hard,m1163
10000023574,cliente235_0@exemplo.com,2026-09-14,open,m558
10000005673,CLIENTE56_0@EXEMPLO.COM,2026-08-25,click,m98
10000022330,cliente223_1@exemplo.com,2026-08-21,delivered,m517
10000016284,cliente162_1@exemplo.com,2026-09-12,deferred,m384
10000013188,cliente131_0@exemplo.com,2026-08-13,bounce_hard,m285
10000013269,cliente132_0@exemplo.com,2026-07-27,open,m289
10000047325,cliente473_0@exemplo.com,2026-09-09,delivered,m1139
10000010405,cliente104_0@exemplo.com,2026-08-27,delivered,m242
10000039900,CLIENTE399_1@EXEMPLO.COM,2026-09-13,bounce_hard,m980
10000019976,cliente199_0@exemplo.com,2026-08-06,bounce_hard,m473
10000029424,cliente294_0@exemplo.com,2026-08-19,delivered,m720
10000022764,cliente227_0@exemplo.com,2026-08-27,bounce_hard,m530
10000042870,CLIENTE428_0@EXEMPLO.COM,2026-09-15,bounce_hard,m1029
10000016101,cliente161_1@exemplo.com,2026-08-30,bounce_hard,m380
10000012963,cliente129_1@exemplo.com,2026-08-05,delivered,m279
10000036048,cliente360_0@exemplo.com,2026-09-11,delivered,m866
10000015717,cliente157_0@exemplo.com,2026-08-05,bounce_hard,m367
10000014311,cliente143_0@exemplo.com,2026-08-25,delivered,m321
10000024201,cliente242_0@exemplo.com,2026-08-10,bounce_hard,m583
10000029424,CLIENTE294_0@EXEMPLO.COM,2026-09-21,delivered,m721
10000037877,cliente378_1@exemplo.com,2026-09-15,delivered,m930
10000031240,cliente312_0@exemplo.com,2026-08-26,bounce_hard,m751
10000045624,CLIENTE456_0@EXEMPLO.COM,2026-09-09,delivered,m1106
10000024970,cliente249_1@exemplo.com,2026-08-29,delivered,m603
10000020630,cliente206_1@exemplo.com,2026-08-05,click,m488
10000028371,cliente283_0@exemplo.com,2026-09-19,delivered,m673
10000024970,cliente249_1@exemplo.com,2026-07-28,delivered,m601
10000022926,cliente229_1@exemplo.com,2026-09-20,delivered,m537
10000034428,cliente344_0@exemplo.com,2026-08-13,delivered,m834
10000026328,cliente263_0@exemplo.com,2026-08-25,delivered,m626
10000044652,cliente446_0@exemplo.com,2026-09-11,delivered,m1093
10000003972,cliente39_0@exemplo.com,2026-09-08,delivered,m69
10000024627,cliente246_0@exemplo.com,2026-09-24,delivered,m597
10000034770,cliente347_0@exemplo.com,2026-08-27,bounce_hard,m837
10000048135,cliente481_0@exemplo.com,2026-09-20,bounce_hard,m1165
10000018309,cliente183_0@exemplo.com,2026-08-07,delivered,m425
10000013269,cliente132_0@exemplo.com,2026-09-04,delivered,m291
10000005169,cliente51_1@exemplo.com,2026-09-15,delivered,m95
10000048720,CLIENTE487_0@EXEMPLO.COM,2026-08-28,bounce_hard,m1183
10000017094,cliente170_0@exemplo.com,2026-08-03,open,m398
10000013935,cliente139_1@exemplo.com,2026-08-05,bounce_hard,m306
10000029343,cliente293_0@exemplo.com,2026-08-11,bounce_hard,m711
10000036803,cliente368_0@exemplo.com,2026-09-07,bounce_hard,m893
10000038334,cliente383_0@exemplo.com,2026-08-22,bounce_hard,m944
10000015636,CLIENTE156_1@EXEMPLO.COM,2026-09-12,delivered,m364
10000003468,cliente34_0@exemplo.com,2026-08-14,delivered,m60
10000016608,cliente166_1@exemplo.com,2026-08-08,bounce_hard,m389
10000024465,CLIENTE244_0@EXEMPLO.COM,2026-08-03,bounce_hard,m588
10000006300,cliente63_1@exemplo.com,2026-08-21,delivered,m121
10000027480,cliente274_0@exemplo.com,2026-08-18,delivered,m646
10000020478,cliente204_1@exemplo.com,2026-09-16,delivered,m482
10000019704,CLIENTE197_0@EXEMPLO.COM,2026-08-14,bounce_soft,m462
10000045977,cliente459_1@exemplo.com,2026-09-16,bounce_hard,m1114
10000007021,cliente70_0@exemplo.com,2026-09-17,bounce_hard,m151
10000043508,cliente435_0@exemplo.com,2026-07-28,delivered,m1052
10000004278,cliente42_1@exemplo.com,2026-09-24,delivered,m75
10000044571,cliente445_0@exemplo.com,2026-07-28,bounce_hard,m1088
10000025275,cliente252_1@exemplo.com,2026-09-01,bounce_hard,m607
10000036714,cliente367_1@exemplo.com,2026-09-18,delivered,m891
10000028029,cliente280_1@exemplo.com,2026-08-07,bounce_hard,m659
10000005916,cliente59_0@exemplo.com,2026-08-06,delivered,m104
10000007617,cliente76_0@exemplo.com,2026-08-06,delivered,m179
10000017760,cliente177_1@exemplo.com,2026-08-22,bounce_hard,m414
10000018490,cliente184_0@exemplo.com,2026-09-17,delivered,m426
10000039659,cliente396_0@exemplo.com,2026-08-21,delivered,m968
10000032484,cliente324_0@exemplo.com,2026-08-11,delivered,m773
10000000604,cliente6_0@exemplo.com,2026-08-07,delivered,m9
10000035742,cliente357_0@exemplo.com,2026-08-01,bounce_hard,m859
10000028290,cliente282_0@exemplo.com,2026-09-04,delivered,m669
10000029181,CLIENTE291_0@EXEMPLO.COM,2026-08-07,bounce_hard,m700
10000024201,cliente242_0@exemplo.com,2026-08-31,bounce_hard,m582
10000042790,cliente427_0@exemplo.com,2026-09-20,delivered,m1024
10000048801,cliente488_1@exemplo.com,2026-09-19,bounce_hard,m1186
10000007617,cliente76_0@exemplo.com,2026-08-18,delivered,m178
10000033960,CLIENTE339_0@EXEMPLO.COM,2026-09-02,click,m812
10000018902,cliente189_1@exemplo.com,2026-07-27,bounce_hard,m445
10000013692,cliente136_1@exemplo.com,2026-08-07,open,m295
10000032484,cliente324_0@exemplo.com,2026-08-05,delivered,m772
10000048801,cliente488_0@exemplo.com,2026-09-11,delivered,m1184
10000004782,cliente47_0@exemplo.com,2026-09-03,delivered,m83
10000015393,cliente153_1@exemplo.com,2026-08-19,bounce_hard,m355
10000041203,cliente412_0@exemplo.com,2026-07-31,delivered,m1002
10000030864,cliente308_1@exemplo.com,2026-08-05,delivered,m741
10000024031,cliente240_1@exemplo.com,2026-08-19,bounce_hard,m572
10000036200,cliente362_0@exemplo.com,2026-08-17,bounce_hard,m872
10000046515,cliente465_0@exemplo.com,2026-09-21,bounce_hard,m1133
10000006807,cliente68_1@exemplo.com,2026-09-13,bounce_hard,m142
10000026832,cliente268_0@exemplo.com,2026-08-19,click,m634
10000029262,cliente292_0@exemplo.com,2026-09-01,bounce_hard,m701
10000023575,cliente235_0@exemplo.com,2026-08-31,delivered,m561
10000005835,cliente58_0@exemplo.com,2026-08-15,bounce_hard,m101
10000019704,cliente197_0@exemplo.com,2026-09-22,delivered,m463
10000039810,cliente398_0@exemplo.com,2026-09-13,bounce_hard,m971
10000037605,cliente376_1@exemplo.com,2026-09-18,bounce_hard,m925
10000042790,cliente427_0@exemplo.com,2026-08-05,delivered,m1027
10000010081,cliente100_0@exemplo.com,2026-09-03,bounce_hard,m237
10000003034,cliente30_1@exemplo.com,2026-08-18,bounce_hard,m51
10000037100,cliente371_1@exemplo.com,2026-09-02,delivered,m907
10000024384,cliente243_0@exemplo.com,2026-08-07,delivered,m585
10000043923,cliente439_0@exemplo.com,2026-09-22,delivered,m1065
10000007536,CLIENTE75_1@EXEMPLO.COM,2026-09-22,delivered,m168
10000014400,cliente144_1@exemplo.com,2026-08-06,bounce_soft,m328
10000036552,cliente365_0@exemplo.com,2026-08-28,bounce_hard,m884
10000006050,CLIENTE60_1@EXEMPLO.COM,2026-08-08,bounce_hard,m112
10000046515,CLIENTE465_0@EXEMPLO.COM,2026-09-18,bounce_hard,m1134
10000008690,cliente86_0@exemplo.com,2026-09-17,bounce_hard,m211
10000031160,cliente311_1@exemplo.com,2026-09-23,delivered,m746
10000039578,cliente395_0@exemplo.com,2026-08-12,bounce_hard,m961
10000016101,cliente161_1@exemplo.com,2026-09-16,bounce_hard,m375
10000027219,cliente272_0@exemplo.com,2026-08-17,delivered,m643
10000015555,cliente155_1@exemplo.com,2026-08-13,delivered,m362
10000006212,cliente62_1@exemplo.com,2026-09-06,delivered,m114
10000013269,CLIENTE132_0@EXEMPLO.COM,2026-09-08,delivered,m287
10000004863,cliente48_1@exemplo.com,2026-07-28,delivered,m86
10000045039,cliente450_0@exemplo.com,2026-08-18,delivered,m1101
10000008699,cliente86_1@exemplo.com,2026-08-20,bounce_hard,m212
10000029181,cliente291_1@exemplo.com,2026-08-27,bounce_hard,m699
10000006808,cliente68_1@exemplo.com,2026-08-15,bounce_hard,m143
10000041807,cliente418_0@exemplo.com,2026-09-08,bounce_hard,m1005
10000038091,cliente380_1@exemplo.com,2026-08-18,delivered,m937
10000008931,cliente89_0@exemplo.com,2026-08-03,bounce_hard,m220
10000048801,cliente488_0@exemplo.com,2026-08-08,delivered,m1185
10000016101,CLIENTE161_1@EXEMPLO.COM,2026-09-22,bounce_hard,m378
10000014826,cliente148_0@exemplo.com,2026-08-29,delivered,m335
10000023574,cliente235_1@exemplo.com,2026-08-20,delivered,m562
10000026328,CLIENTE263_1@EXEMPLO.COM,2026-09-01,bounce_hard,m623
10000031240,cliente312_1@exemplo.com,2026-08-04,delivered,m754
10000010677,cliente106_0@exemplo.com,2026-09-03,delivered,m247
10000025941,cliente259_1@exemplo.com,2026-08-06,bounce_hard,m619
10000021288,cliente212_1@exemplo.com,2026-09-15,bounce_hard,m495
10000008699,CLIENTE86_0@EXEMPLO.COM,2026-08-05,bounce_hard,m210
10000043923,cliente439_1@exemplo.com,2026-08-31,bounce_hard,m1062
10000032727,CLIENTE327_0@EXEMPLO.COM,2026-08-19,bounce_hard,m784
10000011215,cliente112_0@exemplo.com,2026-08-29,bounce_hard,m261
10000037281,cliente372_0@exemplo.com,2026-08-09,bounce_soft,m912
10000023221,cliente232_1@exemplo.com,2026-08-31,bounce_hard,m545
10000012963,cliente129_1@exemplo.com,2026-09-06,delivered,m281
10000029343,cliente293_0@exemplo.com,2026-08-30,bounce_hard,m712
10000032565,cliente325_1@exemplo.com,2026-09-17,delivered,m780
10000019704,cliente197_0@exemplo.com,2026-08-02,delivered,m466
10000029343,cliente293_0@exemplo.com,2026-08-23,bounce_hard,m718
10000020630,cliente206_1@exemplo.com,2026-08-14,delivered,m489
10000034428,cliente344_0@exemplo.com,2026-09-23,open,m827
10000014311,cliente143_0@exemplo.com,2026-08-30,bounce_soft,m323
10000005240,cliente52_0@exemplo.com,2026-09-08,delivered,m97
10000031240,cliente312_1@exemplo.com,2026-08-21,open,m753
10000002305,cliente23_0@exemplo.com,2026-09-11,bounce_hard,m29
10000013854,CLIENTE138_0@EXEMPLO.COM,2026-09-08,delivered,m301
10000027561,cliente275_0@exemplo.com,2026-07-30,delivered,m649
10000007374,cliente73_0@exemplo.com,2026-08-31,bounce_hard,m162
10000043176,cliente431_0@exemplo.com,2026-07-28,delivered,m1042
10000034851,CLIENTE348_0@EXEMPLO.COM,2026-08-15,bounce_hard,m840
10000031917,cliente319_0@exemplo.com,2026-09-02,delivered,m769
10000046000,CLIENTE460_0@EXEMPLO.COM,2026-09-11,bounce_hard,m1120
10000046191,cliente461_0@exemplo.com,2026-09-11,delivered,m1126
10000027219,cliente272_0@exemplo.com,2026-09-09,deferred,m641
10000010081,cliente100_1@exemplo.com,2026-08-27,delivered,m236
10000029424,cliente294_0@exemplo.com,2026-08-03,delivered,m723
10000017507,cliente175_0@exemplo.com,2026-09-07,delivered,m403
10000043095,CLIENTE430_0@EXEMPLO.COM,2026-09-08,delivered,m1036
10000003034,cliente30_1@exemplo.com,2026-08-13,bounce_hard,m48
10000044903,CLIENTE449_0@EXEMPLO.COM,2026-08-25,delivered,m1099
10000008427,cliente84_0@exemplo.com,2026-09-20,delivered,m201
10000049450,cliente494_0@exemplo.com,2026-09-14,bounce_hard,m1194
10000015040,cliente150_0@exemplo.com,2026-09-06,bounce_hard,m344
10000034266,CLIENTE342_1@EXEMPLO.COM,2026-08-22,delivered,m826
10000024546,cliente245_0@exemplo.com,2026-08-30,bounce_hard,m592
10000008770,CLIENTE87_0@EXEMPLO.COM,2026-08-08,delivered,m217
10000013188,cliente131_0@exemplo.com,2026-09-07,bounce_hard,m283
10000036714,CLIENTE367_1@EXEMPLO.COM,2026-08-02,delivered,m889
10000010839,cliente108_0@exemplo.com,2026-09-07,delivered,m253
10000035076,cliente350_0@exemplo.com,2026-08-27,delivered,m850
10000043176,CLIENTE431_1@EXEMPLO.COM,2026-08-21,open,m1043
10000017680,cliente176_0@exemplo.com,2026-09-12,bounce_hard,m405
10000018732,cliente187_0@exemplo.com,2026-09-20,bounce_hard,m430
10000045462,cliente454_0@exemplo.com,2026-08-12,bounce_hard,m1104
10000031160,cliente311_1@exemplo.com,2026-09-08,delivered,m747
10000019461,cliente194_0@exemplo.com,2026-08-12,delivered,m451
10000004782,cliente47_0@exemplo.com,2026-09-03,delivered,m83
10000027138,cliente271_0@exemplo.com,2026-08-04,delivered,m635
10000036471,CLIENTE364_1@EXEMPLO.COM,2026-09-13,bounce_soft,m875
10000048305,cliente483_0@exemplo.com,2026-09-16,bounce_hard,m1177
10000049964,CLIENTE499_0@EXEMPLO.COM,2026-08-15,bounce_hard,m1197
10000049964,cliente499_0@exemplo.com,2026-08-10,bounce_hard,m1199
10000021105,cliente211_1@exemplo.com,2026-08-25,bounce_hard,m493
10000044903,cliente449_0@exemplo.com,2026-08-12,delivered,m1100
10000012106,cliente121_0@exemplo.com,2026-07-31,bounce_hard,m268
10000027995,cliente279_0@exemplo.com,2026-08-14,bounce_hard,m657
10000014311,cliente143_0@exemplo.com,2026-09-11,open,m317
10000016284,CLIENTE162_1@EXEMPLO.COM,2026-08-24,delivered,m385
10000032646,cliente326_0@exemplo.com,2026-08-02,bounce_hard,m783
10000042366,cliente423_0@exemplo.com,2026-09-22,delivered,m1017
10000025780,cliente257_0@exemplo.com,2026-08-21,delivered,m615
10000037524,cliente375_0@exemplo.com,2026-07-28,delivered,m922
10000015806,cliente158_0@exemplo.com,2026-08-24,bounce_hard,m373
10000039810,cliente398_0@exemplo.com,2026-09-13,bounce_hard,m972
10000025275,CLIENTE252_1@EXEMPLO.COM,2026-08-07,bounce_hard,m609
10000022764,cliente227_1@exemplo.com,2026-08-15,delivered,m526
10000034851,cliente348_1@exemplo.com,2026-09-17,delivered,m842
10000026328,cliente263_0@exemplo.com,2026-09-04,delivered,m625
10000000604,cliente6_0@exemplo.com,2026-08-26,delivered,m11
10000007021,cliente70_0@exemplo.com,2026-08-21,bounce_hard,m150
10000017680,cliente176_0@exemplo.com,2026-08-24,bounce_hard,m407
10000005835,cliente58_1@exemplo.com,2026-09-17,bounce_hard,m102
10000047759,cliente477_0@exemplo.com,2026-09-13,bounce_hard,m1152
10000023736,CLIENTE237_0@EXEMPLO.COM,2026-09-06,bounce_hard,m567
10000049700,cliente497_0@exemplo.com,2026-08-26,bounce_hard,m1195
10000040401,cliente404_1@exemplo.com,2026-08-11,delivered,m989
10000010405,cliente104_0@exemplo.com,2026-08-05,delivered,m243
10000008184,cliente81_0@exemplo.com,2026-08-25,bounce_hard,m194
10000006050,cliente60_1@exemplo.com,2026-08-04,bounce_hard,m109
10000028967,CLIENTE289_1@EXEMPLO.COM,2026-08-07,delivered,m686
10000045705,cliente457_0@exemplo.com,2026-08-29,delivered,m1111
10000044148,cliente441_0@exemplo.com,2026-08-08,delivered,m1076
10000039900,CLIENTE399_1@EXEMPLO.COM,2026-07-28,bounce_hard,m973
10000023140,cliente231_0@exemplo.com,2026-09-09,bounce_hard,m538
10000038920,cliente389_0@exemplo.com,2026-07-30,delivered,m951
10000020478,cliente204_1@exemplo.com,2026-08-27,delivered,m477
10000027995,cliente279_0@exemplo.com,2026-09-18,bounce_hard,m656
10000039063,cliente390_0@exemplo.com,2026-08-18,delivered,m953
10000020630,cliente206_1@exemplo.com,2026-08-13,delivered,m485
10000037109,CLIENTE371_1@EXEMPLO.COM,2026-08-20,delivered,m903
10000009903,cliente99_0@exemplo.com,2026-09-04,bounce_hard,m234
10000043176,cliente431_1@exemplo.com,2026-08-27,delivered,m1041
10000017922,cliente179_1@exemplo.com,2026-08-29,delivered,m418
10000044733,cliente447_1@exemplo.com,2026-08-07,delivered,m1098
10000003115,cliente31_1@exemplo.com,2026-09-14,click,m58
10000039900,cliente399_1@exemplo.com,2026-08-26,bounce_hard,m977
10000047325,cliente473_0@exemplo.com,2026-08-17,delivered,m1142
10000036552,cliente365_0@exemplo.com,2026-08-09,bounce_hard,m880
10000048720,cliente487_0@exemplo.com,2026-09-16,bounce_hard,m1182
10000031917,CLIENTE319_0@EXEMPLO.COM,2026-08-20,deferred,m770
10000010758,cliente107_0@exemplo.com,2026-09-20,bounce_hard,m250
10000026832,cliente268_0@exemplo.com,2026-09-14,bounce_soft,m632
10000023574,CLIENTE235_1@EXEMPLO.COM,2026-09-04,delivered,m560
10000006564,cliente65_0@exemplo.com,2026-07-31,bounce_hard,m131
10000018813,CLIENTE188_0@EXEMPLO.COM,2026-09-19,bounce_hard,m434
10000008699,cliente86_1@exemplo.com,2026-07-30,bounce_hard,m206
10000038091,cliente380_1@exemplo.com,2026-08-27,delivered,m939
10000030198,cliente301_0@exemplo.com,2026-07-27,bounce_hard,m732
10000037281,cliente372_1@exemplo.com,2026-08-07,open,m913
10000014311,cliente143_0@exemplo.com,2026-09-01,delivered,m319
10000014400,cliente144_1@exemplo.com,2026-08-07,delivered,m326
10000041122,CLIENTE411_0@EXEMPLO.COM,2026-09-21,open,m1001
10000024112,cliente241_0@exemplo.com,2026-08-03,delivered,m579
10000018732,cliente187_0@exemplo.com,2026-08-23,bounce_hard,m431
10000039306,CLIENTE393_0@EXEMPLO.COM,2026-08-01,delivered,m959
10000015474,cliente154_0@exemplo.com,2026-08-06,open,m360
10000020478,cliente204_1@exemplo.com,2026-08-18,delivered,m475
10000012106,cliente121_0@exemplo.com,2026-08-07,bounce_hard,m269
10000028703,cliente287_0@exemplo.com,2026-09-02,delivered,m680
10000008850,cliente88_0@exemplo.com,2026-08-21,bounce_hard,m218
10000039659,cliente396_1@exemplo.com,2026-07-28,bounce_soft,m964
10000007102,cliente71_1@exemplo.com,2026-08-01,delivered,m155
10000021792,cliente217_0@exemplo.com,2026-08-30,bounce_hard,m507
10000042790,cliente427_0@exemplo.com,2026-08-01,delivered,m1025
10000020478,cliente204_1@exemplo.com,2026-08-12,delivered,m474
10000025941,cliente259_0@exemplo.com,2026-08-10,delivered,m617
10000006211,cliente62_0@exemplo.com,2026-09-04,delivered,m116
10000024627,CLIENTE246_1@EXEMPLO.COM,2026-09-19,click,m595
10000047830,CLIENTE478_0@EXEMPLO.COM,2026-09-19,delivered,m1155
10000044148,CLIENTE441_0@EXEMPLO.COM,2026-09-20,delivered,m1071
10000021792,cliente217_0@exemplo.com,2026-09-01,bounce_hard,m502
10000043508,cliente435_0@exemplo.com,2026-08-27,delivered,m1051
10000031240,cliente312_1@exemplo.com,2026-08-18,delivered,m752
10000028100,cliente281_0@exemplo.com,2026-09-10,bounce_hard,m668
10000028290,CLIENTE282_0@EXEMPLO.COM,2026-09-13,delivered,m672
10000027561,cliente275_0@exemplo.com,2026-08-03,delivered,m648
10000029343,cliente293_0@exemplo.com,2026-08-29,bounce_hard,m717
10000034428,cliente344_0@exemplo.com,2026-08-31,delivered,m828
10000022179,cliente221_0@exemplo.com,2026-08-14,deferred,m514
10000019542,cliente195_1@exemplo.com,2026-08-26,delivered,m460
10000032999,cliente329_0@exemplo.com,2026-08-15,bounce_hard,m793
