document,phone,timestamp,outcome,call_id,cost
10000021520,+5511984776858,2026-09-07T10:12:00,NO_ANSWER,vb-307,0.12
10000047406,+5511962152370,2026-09-03T09:25:00,ANSWERED,vb-642,0.12
10000015717,+5511989131271,2026-07-27T17:24:00,NO_ANSWER,vb-220,0.12
10000014079,+5511972151291,2026-09-13T15:25:00,NO_ANSWER,vb-199,0.12
10000038334,+5511986844836,2026-09-12T19:37:00,INVALID_NUMBER,vb-520,0.12
10000022845,+5511935838575,2026-07-30T14:12:00,NO_ANSWER,vb-321,0.12
10000034932,+5511939260335,2026-09-16T17:21:00,NO_ANSWER,vb-475,0.12
10000036986,+5511958663129,2026-09-19T15:27:00,NO_ANSWER,vb-501,0.12
10000047910,+5511921171324,2026-09-02T10:35:00,ANSWERED,vb-647,0.12
10000030511,+5511994806492,2026-08-22T18:41:00,NO_ANSWER,vb-426,0.12
10000011720,+5511951361818,2026-09-24T13:22:00,WRONG_PERSON,vb-171,0.12
10000002062,+5511913326769,2026-09-04T17:37:00,NO_ANSWER,vb-24,0.12
10000013269,+5511941157840,2026-08-02T13:16:00,ANSWERED,vb-187,0.12
10000027138,+5511943999060,2026-09-06T11:28:00,NO_ANSWER,vb-374,0.12
10000044903,+5511919180999,2026-08-21T10:06:00,NO_ANSWER,vb-604,0.12
10000030279,+5511954440977,2026-09-17T19:32:00,NO_ANSWER,vb-421,0.12
10000030279,+5511954440977,2026-08-17T19:13:00,NO_ANSWER,vb-419,0.12
10000002062,+5511913326769,2026-08-16T11:16:00,ANSWERED,vb-28,0.12
10000014664,+5511911286267,2026-09-14T13:37:00,NO_ANSWER,vb-204,0.12
10000033456,+5511976800348,2026-09-13T16:55:00,INVALID_NUMBER,vb-459,0.12
10000049611,+5511962587561,2026-08-31T13:29:00,NO_ANSWER,vb-663,0.12
10000038091,+5511975841004,2026-09-06T18:30:00,IDENTITY_CONFIRMED,vb-513,0.12
10000019623,+5511996888739,2026-08-17T16:45:00,NO_ANSWER,vb-279,0.12
10000006998,+5511978765957,2026-09-10T19:20:00,INVALID_NUMBER,vb-105,0.12
10000023736,+5511994775473,2026-07-27T17:06:00,INVALID_NUMBER,vb-333,0.12
10000047082,+5511969590884,2026-08-18T12:25:00,ANSWERED,vb-637,0.12
10000000604,+5511996028436,2026-08-28T18:11:00,IDENTITY_CONFIRMED,vb-5,0.12
10000044490,+5511979749603,2026-08-06T12:13:00,NO_ANSWER,vb-599,0.12
10000016870,+5511929109045,2026-08-28T18:57:00,NO_ANSWER,vb-239,0.12
10000041980,+5511965701512,2026-09-16T13:52:00,NO_ANSWER,vb-570,0.12
10000017175,+5511929907683,2026-08-15T19:48:00,NO_ANSWER,vb-248,0.12
10000036129,+5511975829146,2026-08-03T18:31:00,NO_ANSWER,vb-488,0.12
10000006050,+5511942691263,2026-09-08T12:35:00,NO_ANSWER,vb-89,0.12
10000028533,+5511967722445,2026-09-14T17:09:00,WRONG_PERSON,vb-398,0.12
10000041041,+5511924271459,2026-08-29T09:57:00,NO_ANSWER,vb-557,0.12
10000001848,+5511969302158,2026-08-28T19:35:00,ANSWERED,vb-23,0.12
10000023736,+5511994775473,2026-08-01T08:02:00,INVALID_NUMBER,vb-332,0.12
10000035823,+5511987111463,2026-08-26T10:42:00,INVALID_NUMBER,vb-486,0.12
10000018147,+5511920443030,2026-07-31T13:49:00,WRONG_PERSON,vb-263,0.12
10000000795,+5511950056581,2026-09-06T15:51:00,NO_ANSWER,vb-6,0.12
10000001171,+5511957553014,2026-09-06T17:17:00,NO_ANSWER,vb-10,0.12
10000043176,+5511946904845,2026-09-22T08:15:00,NO_ANSWER,vb-581,0.12
10000008850,+5511954550177,2026-07-29T11:32:00,ANSWERED,vb-120,0.12
10000010596,+5511952103092,2026-08-04T16:58:00,ANSWERED,vb-151,0.12
10000041122,+5511963015631,2026-08-03T10:15:00,NO_ANSWER,vb-559,0.12
10000017507,+5511912621269,2026-09-11T14:45:00,NO_ANSWER,vb-257,0.12
10000024970,+5511916986408,2026-08-10T08:37:00,NO_ANSWER,vb-345,0.12
10000033456,+5511976800348,2026-08-08T16:08:00,INVALID_NUMBER,vb-458,0.12
10000006050,+5511942691263,2026-08-27T19:01:00,NO_ANSWER,vb-90,0.12
10000027804,+5511938977615,2026-09-12T19:58:00,NO_ANSWER,vb-385,0.12
10000009237,+5511969741812,2026-09-22T19:58:00,NO_ANSWER,vb-125,0.12
10000030600,+5511951308532,2026-09-23T11:16:00,WRONG_PERSON,vb-428,0.12
10000041718,+5511971355706,2026-07-29T13:31:00,NO_ANSWER,vb-566,0.12
10000008931,+5511934220459,2026-08-16T16:02:00,NO_ANSWER,vb-121,0.12
10000034347,+5511925123535,2026-09-24T15:09:00,NO_ANSWER,vb-467,0.12
10000029858,+5511970516875,2026-09-15T13:42:00,INVALID_NUMBER,vb-409,0.12
10000025518,+5511979324022,2026-08-27T10:57:00,WRONG_PERSON,vb-349,0.12
10000030198,+5511941927492,2026-09-06T15:16:00,NO_ANSWER,vb-417,0.12
10000020125,+5511961226775,2026-09-01T11:07:00,ANSWERED,vb-286,0.12
10000040827,+5511929945631,2026-08-01T08:54:00,WRONG_PERSON,vb-554,0.12
10000016446,+5511958852098,2026-09-08T15:32:00,NO_ANSWER,vb-233,0.12
10000039730,+5511935574404,2026-08-31T15:27:00,NO_ANSWER,vb-536,0.12
10000008931,+5511920746667,2026-08-14T14:39:00,NO_ANSWER,vb-122,0.12
10000044148,+5511980206603,2026-08-28T14:23:00,NO_ANSWER,vb-596,0.12
10000016284,+5511928416255,2026-08-06T17:17:00,WRONG_PERSON,vb-229,0.12
10000008184,+5511931751079,2026-09-23T19:20:00,WRONG_PERSON,vb-113,0.12
10000047910,+5511921171324,2026-09-19T11:55:00,NO_ANSWER,vb-648,0.12
10000011991,+5511983074216,2026-08-07T14:50:00,NO_ANSWER,vb-173,0.12
10000004510,+5511979583757,2026-08-09T18:46:00,NO_ANSWER,vb-62,0.12
10000036714,+5511958656970,2026-09-15T17:21:00,NO_ANSWER,vb-498,0.12
10000011053,+5511922007214,2026-09-22T12:02:00,ANSWERED,vb-157,0.12
10000026328,+5511920746107,2026-08-07T17:18:00,NO_ANSWER,vb-362,0.12
10000030945,+5511994088862,2026-08-16T09:55:00,NO_ANSWER,vb-433,0.12
10000013854,+5511950645509,2026-09-08T17:22:00,ANSWERED,vb-196,0.12
10000025780,+5511974732147,2026-09-03T08:07:00,NO_ANSWER,vb-353,0.12
10000042609,+5511965958370,2026-09-20T12:11:00,WRONG_PERSON,vb-578,0.12
10000032647,+5511947711414,2026-08-15T14:22:00,WRONG_PERSON,vb-449,0.12
10000001767,+5511984252420,2026-09-15T10:41:00,NO_ANSWER,vb-21,0.12
10000009156,+5511928481124,2026-09-22T12:37:00,NO_ANSWER,vb-123,0.12
10000023817,+5511949057246,2026-07-30T14:16:00,INVALID_NUMBER,vb-335,0.12
10000003620,+5511983871890,2026-08-18T15:26:00,NO_ANSWER,vb-45,0.12
10000017337,+5511954499873,2026-08-22T08:15:00,INVALID_NUMBER,vb-253,0.12
10000011304,+5511974082804,2026-09-24T08:24:00,NO_ANSWER,vb-161,0.12
10000038253,+5511918791292,2026-08-03T09:23:00,WRONG_PERSON,vb-518,0.12
10000002577,+5511998054615,2026-08-01T11:45:00,NO_ANSWER,vb-33,0.12
10000030198,+5511970899748,2026-08-27T16:19:00,NO_ANSWER,vb-418,0.12
10000005088,+5511932329103,2026-09-14T08:25:00,NO_ANSWER,vb-65,0.12
10000034347,+5511973674613,2026-08-08T10:37:00,NO_ANSWER,vb-469,0.12
10000003700,+5511981690398,2026-08-08T12:23:00,NO_ANSWER,vb-47,0.12
10000044571,+5511969313284,2026-08-02T19:23:00,NO_ANSWER,vb-602,0.12
10000004510,+5511979583757,2026-08-15T13:51:00,NO_ANSWER,vb-61,0.12
10000017094,+5511930858851,2026-09-19T18:21:00,NO_ANSWER,vb-244,0.12
10000032131,+5511961212793,2026-08-23T17:42:00,WRONG_PERSON,vb-446,0.12
10000040312,+5511946613462,2026-08-19T16:30:00,NO_ANSWER,vb-546,0.12
10000019119,+5511964086249,2026-08-07T09:51:00,INVALID_NUMBER,vb-272,0.12
10000013501,+5511946093692,2026-09-23T13:36:00,NO_ANSWER,vb-193,0.12
10000045543,+5511939339153,2026-08-15T13:07:00,BUSY_NETWORK,vb-616,0.12
10000038849,+5511996475652,2026-08-07T16:12:00,NO_ANSWER,vb-526,0.12
10000020559,+5511977730769,2026-08-26T12:29:00,NO_ANSWER,vb-291,0.12
10000048305,+5511979596863,2026-08-17T19:49:00,IDENTITY_CONFIRMED,vb-653,0.12
10000001414,+5511919196777,2026-09-16T13:10:00,NO_ANSWER,vb-16,0.12
10000001767,+5511984252420,2026-09-15T10:41:00,NO_ANSWER,vb-21,0.12
10000042013,+5511979437366,2026-09-13T14:40:00,WRONG_PERSON,vb-573,0.12
10000002062,+5511965259205,2026-08-13T13:53:00,NO_ANSWER,vb-25,0.12
10000048640,+5511974142265,2026-07-31T19:41:00,NO_ANSWER,vb-657,0.12
10000011649,+5511985721444,2026-09-24T18:46:00,INVALID_NUMBER,vb-168,0.12
10000010324,+5511950162553,2026-08-03T13:02:00,NO_ANSWER,vb-144,0.12
10000002305,+5511949682169,2026-09-14T16:14:00,NO_ANSWER,vb-30,0.12
10000030198,+5511990544341,2026-07-28T11:36:00,INVALID_NUMBER,vb-416,0.12
10000017337,+5511969516344,2026-09-21T10:20:00,WRONG_PERSON,vb-249,0.12
10000038849,+5511921264832,2026-08-11T08:05:00,NO_ANSWER,vb-525,0.12
10000025941,+5511940677709,2026-09-06T18:31:00,NO_ANSWER,vb-355,0.12
10000040401,+5511930639394,2026-08-14T12:24:00,INVALID_NUMBER,vb-549,0.12
10000019704,+5511923732098,2026-07-27T15:38:00,INVALID_NUMBER,vb-283,0.12
10000017507,+5511994658420,2026-09-10T15:10:00,BUSY_NETWORK,vb-255,0.12
10000005240,+5511988862539,2026-09-10T11:33:00,WRONG_PERSON,vb-70,0.12
10000029858,+5511937102854,2026-08-25T16:37:00,NO_ANSWER,vb-408,0.12
10000007706,+5511994676162,2026-09-23T09:35:00,NO_ANSWER,vb-107,0.12
10000044571,+5511969313284,2026-08-02T19:23:00,NO_ANSWER,vb-602,0.12
10000047759,+5511975987111,2026-08-26T19:17:00,IDENTITY_CONFIRMED,vb-645,0.12
10000026670,+5511990128487,2026-08-29T17:40:00,NO_ANSWER,vb-369,0.12
10000021016,+5511925278272,2026-08-19T16:26:00,NO_ANSWER,vb-299,0.12
10000025194,+5511997915178,2026-08-22T10:48:00,NO_ANSWER,vb-346,0.12
10000038253,+5511918791292,2026-09-12T17:22:00,NO_ANSWER,vb-515,0.12
10000037443,+5511926591378,2026-08-18T13:07:00,NO_ANSWER,vb-505,0.12
10000048054,+5511960232033,2026-08-05T17:47:00,NO_ANSWER,vb-649,0.12
10000025356,+5511977946127,2026-08-09T16:51:00,NO_ANSWER,vb-348,0.12
10000027804,+5511919447334,2026-09-19T12:05:00,NO_ANSWER,vb-387,0.12
10000027642,+5511980222787,2026-08-11T11:34:00,NO_ANSWER,vb-381,0.12
10000026670,+5511990128487,2026-07-27T15:25:00,NO_ANSWER,vb-365,0.12
10000049883,+5511987266743,2026-09-04T18:20:00,INVALID_NUMBER,vb-666,0.12
10000018228,+5511919099261,2026-08-28T12:45:00,IDENTITY_CONFIRMED,vb-265,0.12
10000012025,+5511923542127,2026-08-12T14:40:00,NO_ANSWER,vb-177,0.12
10000001767,+5511984252420,2026-07-30T12:49:00,ANSWERED,vb-19,0.12
10000032212,+5511975323947,2026-08-28T11:01:00,ANSWERED,vb-447,0.12
10000030430,+5511924670297,2026-09-13T08:29:00,ANSWERED,vb-425,0.12
10000011304,+5511974082804,2026-09-16T14:09:00,NO_ANSWER,vb-160,0.12
10000006564,+5511927463800,2026-08-21T13:39:00,IDENTITY_CONFIRMED,vb-94,0.12
10000006998,+5511948016697,2026-09-15T08:47:00,IDENTITY_CONFIRMED,vb-104,0.12
10000033294,+5511949536330,2026-08-06T18:38:00,NO_ANSWER,vb-454,0.12
10000044067,+5511924890990,2026-08-14T18:49:00,NO_ANSWER,vb-595,0.12
10000037958,+5511960511038,2026-08-13T13:59:00,ANSWERED,vb-510,0.12
10000049700,+5511917264306,2026-08-02T14:11:00,NO_ANSWER,vb-665,0.12
10000019623,+5511996888739,2026-08-24T15:32:00,ANSWERED,vb-281,0.12
10000020710,+5511947944260,2026-09-09T15:24:00,IDENTITY_CONFIRMED,vb-295,0.12
10000043257,+5511923332334,2026-08-28T18:06:00,NO_ANSWER,vb-584,0.12
10000012297,+5511934679818,2026-08-12T08:53:00,NO_ANSWER,vb-180,0.12
10000029262,+5511937750491,2026-09-10T17:20:00,NO_ANSWER,vb-402,0.12
10000047325,+5511911608113,2026-08-15T12:12:00,NO_ANSWER,vb-640,0.12
10000021440,+5511964126921,2026-08-09T17:13:00,ANSWERED,vb-302,0.12
10000011215,+5511971594457,2026-08-20T15:31:00,ANSWERED,vb-159,0.12
10000001333,+5511987736262,2026-08-03T17:14:00,NO_ANSWER,vb-14,0.12
10000024465,+5511932511225,2026-09-07T17:36:00,ANSWERED,vb-341,0.12
10000001171,+5511957553014,2026-08-14T08:54:00,NO_ANSWER,vb-11,0.12
10000025607,+5511941522559,2026-08-05T15:06:00,ANSWERED,vb-350,0.12
10000005592,+5511932084778,2026-08-11T18:23:00,ANSWERED,vb-78,0.12
10000046949,+5511969144114,2026-09-17T13:45:00,ANSWERED,vb-635,0.12
10000039578,+5511953967101,2026-09-23T08:11:00,NO_ANSWER,vb-531,0.12
10000000957,+5511982383095,2026-08-12T15:25:00,WRONG_PERSON,vb-8,0.12
10000045381,+5511927554964,2026-08-22T14:22:00,NO_ANSWER,vb-611,0.12
10000027642,+5511965003032,2026-08-26T15:33:00,BUSY_NETWORK,vb-380,0.12
10000003115,+5511956970882,2026-08-20T08:17:00,NO_ANSWER,vb-42,0.12
10000030007,+5511916886777,2026-09-14T18:07:00,WRONG_PERSON,vb-414,0.12
10000017175,+5511929907683,2026-08-23T16:33:00,ANSWERED,vb-247,0.12
10000016365,+5511945292504,2026-08-31T08:51:00,NO_ANSWER,vb-232,0.12
10000031836,+5511953671508,2026-09-11T18:02:00,ANSWERED,vb-441,0.12
10000045543,+5511937246265,2026-08-02T13:57:00,NO_ANSWER,vb-617,0.12
10000027480,+5511958072427,2026-09-14T11:41:00,NO_ANSWER,vb-377,0.12
10000006998,+5511989609131,2026-09-05T08:42:00,NO_ANSWER,vb-106,0.12
10000021520,+5511984776858,2026-08-18T12:34:00,NO_ANSWER,vb-306,0.12
10000015717,+5511989131271,2026-08-25T19:53:00,NO_ANSWER,vb-219,0.12
10000036803,+5511935288872,2026-08-04T15:07:00,NO_ANSWER,vb-499,0.12
10000019380,+5511928206610,2026-08-15T08:47:00,ANSWERED,vb-276,0.12
10000021873,+5511965629268,2026-07-31T14:22:00,NO_ANSWER,vb-311,0.12
10000003700,+5511958436637,2026-09-06T13:31:00,WRONG_PERSON,vb-49,0.12
10000018066,+5511992370625,2026-09-08T14:35:00,NO_ANSWER,vb-262,0.12
10000010596,+5511935606639,2026-09-13T18:31:00,NO_ANSWER,vb-148,0.12
10000045381,+5511927554964,2026-09-21T10:26:00,NO_ANSWER,vb-613,0.12
10000006807,+5511953537934,2026-09-10T15:50:00,IDENTITY_CONFIRMED,vb-102,0.12
10000047759,+5511969372673,2026-08-23T10:21:00,NO_ANSWER,vb-646,0.12
10000012297,+5511972146184,2026-08-25T16:03:00,NO_ANSWER,vb-178,0.12
10000013269,+5511941157840,2026-08-18T16:53:00,NO_ANSWER,vb-186,0.12
10000008001,+5511965144509,2026-08-13T08:38:00,NO_ANSWER,vb-111,0.12
10000023655,+5511950999730,2026-08-07T15:54:00,ANSWERED,vb-331,0.12
10000000523,+5511963606628,2026-08-14T19:19:00,NO_ANSWER,vb-4,0.12
10000037443,+5511976547299,2026-09-06T09:31:00,NO_ANSWER,vb-506,0.12
10000039497,+5511994328498,2026-08-13T11:36:00,NO_ANSWER,vb-530,0.12
10000038849,+5511921264832,2026-08-11T08:05:00,NO_ANSWER,vb-525,0.12
10000004197,+5511998742485,2026-09-22T11:43:00,NO_ANSWER,vb-58,0.12
10000039578,+5511944987861,2026-09-09T11:34:00,NO_ANSWER,vb-532,0.12
10000045624,+5511964888712,2026-09-07T14:37:00,BUSY_NETWORK,vb-619,0.12
10000005673,+5511911868130,2026-08-18T14:42:00,NO_ANSWER,vb-82,0.12
10000010324,+5511950162553,2026-08-14T17:06:00,NO_ANSWER,vb-145,0.12
10000004006,+5511984087145,2026-08-13T17:27:00,NO_ANSWER,vb-53,0.12
10000019704,+5511979878835,2026-08-11T10:07:00,NO_ANSWER,vb-282,0.12
10000033880,+5511919668169,2026-09-01T16:47:00,INVALID_NUMBER,vb-464,0.12
10000019461,+5511914102122,2026-09-03T11:18:00,NO_ANSWER,vb-277,0.12
10000029505,+5511940369856,2026-09-21T18:23:00,NO_ANSWER,vb-407,0.12
10000010910,+5511973404979,2026-08-27T10:02:00,INVALID_NUMBER,vb-156,0.12
10000036471,+5511995437748,2026-08-31T08:31:00,ANSWERED,vb-493,0.12
10000039810,+5511941606345,2026-09-05T12:56:00,NO_ANSWER,vb-537,0.12
10000031917,+5511962342586,2026-07-27T10:27:00,NO_ANSWER,vb-443,0.12
10000030007,+5511916886777,2026-08-31T11:56:00,WRONG_PERSON,vb-415,0.12
10000030864,+5511950177237,2026-08-10T10:32:00,NO_ANSWER,vb-432,0.12
10000035408,+5511921718382,2026-09-07T08:28:00,NO_ANSWER,vb-482,0.12
10000035157,+5511992208524,2026-08-07T13:00:00,NO_ANSWER,vb-477,0.12
10000016012,+5511911851322,2026-09-06T14:01:00,NO_ANSWER,vb-225,0.12
10000004430,+5511999943797,2026-09-19T13:48:00,INVALID_NUMBER,vb-60,0.12
10000011304,+5511974082804,2026-08-08T08:24:00,ANSWERED,vb-164,0.12
10000015806,+5511935319707,2026-09-06T09:23:00,ANSWERED,vb-221,0.12
10000011720,+5511910404729,2026-08-19T18:49:00,NO_ANSWER,vb-169,0.12
10000046787,+5511936092407,2026-08-29T12:26:00,NO_ANSWER,vb-631,0.12
10000035408,+5511921718382,2026-07-31T11:23:00,ANSWERED,vb-484,0.12
10000018228,+5511919099261,2026-09-17T12:14:00,BUSY_NETWORK,vb-266,0.12
10000005320,+5511916582607,2026-08-11T13:36:00,NO_ANSWER,vb-72,0.12
10000000957,+5511926240908,2026-07-31T13:25:00,WRONG_PERSON,vb-7,0.12
10000012882,+5511934060788,2026-07-31T17:31:00,INVALID_NUMBER,vb-185,0.12
10000039306,+5511923474864,2026-08-17T11:43:00,NO_ANSWER,vb-529,0.12
10000016012,+5511911851322,2026-08-20T11:21:00,NO_ANSWER,vb-223,0.12
10000034690,+5511937140286,2026-08-21T13:37:00,NO_ANSWER,vb-473,0.12
10000008184,+5511931751079,2026-08-14T17:13:00,WRONG_PERSON,vb-112,0.12
10000030600,+5511951308532,2026-08-29T15:13:00,NO_ANSWER,vb-429,0.12
10000004510,+5511979583757,2026-09-05T14:27:00,NO_ANSWER,vb-63,0.12
10000010243,+5511962868861,2026-09-24T13:54:00,ANSWERED,vb-139,0.12
10000027057,+5511971852177,2026-09-16T18:08:00,IDENTITY_CONFIRMED,vb-373,0.12
10000028703,+5511937353754,2026-08-31T17:18:00,NO_ANSWER,vb-399,0.12
10000022500,+5511930777669,2026-08-23T16:51:00,INVALID_NUMBER,vb-318,0.12
10000009580,+5511940262109,2026-08-29T19:59:00,NO_ANSWER,vb-130,0.12
10000016012,+5511911851322,2026-08-03T19:07:00,NO_ANSWER,vb-224,0.12
10000029424,+5511913516265,2026-09-23T12:16:00,IDENTITY_CONFIRMED,vb-406,0.12
10000001767,+5511984252420,2026-08-23T19:30:00,NO_ANSWER,vb-22,0.12
10000036390,+5511960435319,2026-09-10T10:54:00,INVALID_NUMBER,vb-491,0.12
10000024708,+5511910965569,2026-08-12T14:29:00,WRONG_PERSON,vb-343,0.12
10000031755,+5511974743230,2026-08-13T11:01:00,ANSWERED,vb-440,0.12
10000033294,+5511949536330,2026-08-23T13:00:00,IDENTITY_CONFIRMED,vb-455,0.12
10000012025,+5511923542127,2026-08-05T12:52:00,NO_ANSWER,vb-174,0.12
10000031089,+5511959873103,2026-08-29T15:47:00,NO_ANSWER,vb-436,0.12
10000030350,+5511987707540,2026-09-04T17:04:00,NO_ANSWER,vb-422,0.12
10000010596,+5511952103092,2026-08-24T17:54:00,ANSWERED,vb-150,0.12
10000040150,+5511945400991,2026-08-09T19:52:00,NO_ANSWER,vb-541,0.12
10000005916,+5511959302863,2026-08-25T09:37:00,NO_ANSWER,vb-88,0.12
10000030350,+5511950170625,2026-08-26T14:54:00,NO_ANSWER,vb-423,0.12
10000006130,+5511927447248,2026-08-31T19:09:00,ANSWERED,vb-91,0.12
10000003620,+5511981259135,2026-09-16T13:48:00,NO_ANSWER,vb-44,0.12
10000024112,+5511979345320,2026-09-23T12:52:00,ANSWERED,vb-339,0.12
10000043419,+5511950884443,2026-08-09T12:12:00,ANSWERED,vb-586,0.12
10000005240,+5511988862539,2026-09-11T19:39:00,NO_ANSWER,vb-69,0.12
10000011991,+5511983074216,2026-08-07T14:50:00,NO_ANSWER,vb-173,0.12
