data,id_cliente,tag,estado,prioridade,regua,passo,canal,contato,ordem_contato,condicao,data_fixa,spins_max,janela
2026-09-16,C0000195,S260826-M2-CPA-AV-T1,CPA,4,cpc,CPC A · negociação,discador,11962546398,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000195,S260826-M2-CPA-AV-T1,CPA,4,cpc,CPC A · negociação,agente_voz,11953971825,2,,False,,08:00-20:00
2026-09-16,C0000195,S260826-M2-CPA-AV-T1,CPA,4,cpc,CPC A · negociação,discador,11953971825,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000228,S260826-M1-CPA-RC-T1,CPA,4,cpc,CPC A · negociação,rcs,11923161293,1,,False,,08:00-20:00
2026-09-16,C0000261,S260806-M1-CPA-EM-T1,CPA,4,cpc,CPC A · negociação,email,cliente261_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000297,S260824-A3-CPA-DC-T1,CPA,4,cpc,CPC A · negociação,discador,11920804804,1,,False,3,08:00-20:00
2026-09-16,C0000011,S260820-B1-CPB-WA-T1,CPB,5,cpc,CPC B · T2,whatsapp,11955330357,1,,False,,08:00-20:00
2026-09-16,C0000016,S260813-M1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11969491792,1,,False,3,08:00-20:00
2026-09-16,C0000018,S260821-B2-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11963453132,1,,False,3,08:00-20:00
2026-09-16,C0000030,S260826-B1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11983695801,1,,False,3,08:00-20:00
2026-09-16,C0000030,S260826-B1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11921523163,2,,False,3,08:00-20:00
2026-09-16,C0000032,S260820-B2-CPB-WA-T1,CPB,5,cpc,CPC B · T2,whatsapp,11989077952,1,,False,,08:00-20:00
2026-09-16,C0000033,S260821-M3-CPB-WA-T1,CPB,5,cpc,rotação → rcs,rcs,11967411315,1,,False,,08:00-20:00
2026-09-16,C0000035,S260821-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11976716382,1,,False,3,08:00-20:00
2026-09-16,C0000035,S260821-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11920089226,2,,False,3,08:00-20:00
2026-09-16,C0000035,S260821-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11970392668,3,,False,3,08:00-20:00
2026-09-16,C0000036,S260829-M3-CPB-RC-T2,CPB,5,cpc,CPC B · T3,rcs,11961383630,1,,False,,08:00-20:00
2026-09-16,C0000039,S260827-B1-CPB-SM-T3,CPB,5,cpc,rotação → whatsapp,whatsapp,11910183346,1,,False,,08:00-20:00
2026-09-16,C0000040,S260815-B1-CPB-WA-T1,CPB,5,cpc,CPC B · T2,whatsapp,11971832849,1,,False,,08:00-20:00
2026-09-16,C0000041,S260830-M3-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11976882068,1,,False,,08:00-20:00
2026-09-16,C0000041,S260830-M3-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11976882068,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000041,S260830-M3-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11999570878,2,,False,,08:00-20:00
2026-09-16,C0000041,S260830-M3-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11999570878,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000050,S260811-A2-CPB-DC-T2,CPB,5,cpc,CPC B · T3,discador,11934929120,1,,False,3,08:00-20:00
2026-09-16,C0000051,S260817-A3-CPB-EM-T2,CPB,5,cpc,CPC B · T3,email,cliente51_1@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000053,S260821-B1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11964783656,1,,False,,08:00-20:00
2026-09-16,C0000053,S260821-B1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente53_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000062,S260830-A2-CPB-AV-T1,CPB,5,cpc,CPC B · T2,agente_voz,11933723796,1,,False,,08:00-20:00
2026-09-16,C0000062,S260830-A2-CPB-AV-T1,CPB,5,cpc,CPC B · T2,discador,11933723796,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000062,S260830-A2-CPB-AV-T1,CPB,5,cpc,CPC B · T2,agente_voz,11916481569,2,,False,,08:00-20:00
2026-09-16,C0000062,S260830-A2-CPB-AV-T1,CPB,5,cpc,CPC B · T2,discador,11916481569,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000063,S260807-B2-CPB-WA-T3,CPB,5,cpc,rotação → rcs,rcs,11927719866,1,,False,,08:00-20:00
2026-09-16,C0000068,S260815-M2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,agente_voz,11932786087,1,,False,,08:00-20:00
2026-09-16,C0000068,S260815-M2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,discador,11932786087,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000069,S260807-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11913559020,1,,False,3,08:00-20:00
2026-09-16,C0000069,S260807-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11941383927,2,,False,3,08:00-20:00
2026-09-16,C0000081,S260814-A1-CPB-DC-T2,CPB,5,cpc,CPC B · T3,discador,11962679520,1,,False,3,08:00-20:00
2026-09-16,C0000081,S260814-A1-CPB-DC-T2,CPB,5,cpc,CPC B · T3,discador,11926427528,2,,False,3,08:00-20:00
2026-09-16,C0000100,S260824-A1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11963082563,1,,False,3,08:00-20:00
2026-09-16,C0000103,S260806-A2-CPB-RC-T2,CPB,5,cpc,CPC B · T3,rcs,11960761416,1,,False,,08:00-20:00
2026-09-16,C0000105,S260829-B1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11950103282,1,,False,,08:00-20:00
2026-09-16,C0000105,S260829-B1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente105_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000106,S260812-B3-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11939602030,1,,False,,08:00-20:00
2026-09-16,C0000107,S260810-M1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11974094104,1,,False,,08:00-20:00
2026-09-16,C0000108,S260816-B1-CPB-SM-T1,CPB,5,cpc,CPC B · T2,sms,11944986822,1,,False,,08:00-20:00
2026-09-16,C0000108,S260816-B1-CPB-SM-T1,CPB,5,cpc,CPC B · T2,email,cliente108_1@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000110,S260818-M1-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11986683936,1,,False,3,08:00-20:00
2026-09-16,C0000110,S260818-M1-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11934176622,2,,False,3,08:00-20:00
2026-09-16,C0000111,S260811-A1-CPB-DC-T3,CPB,5,cpc,rotação → sms,sms,11988239956,1,,False,,08:00-20:00
2026-09-16,C0000112,S260812-A2-CPB-AV-T1,CPB,5,cpc,CPC B · T2,agente_voz,11927888799,1,,False,,08:00-20:00
2026-09-16,C0000112,S260812-A2-CPB-AV-T1,CPB,5,cpc,CPC B · T2,discador,11927888799,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000121,S260821-M1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11949406252,1,,False,3,08:00-20:00
2026-09-16,C0000122,S260811-A1-CPB-WA-T2,CPB,5,cpc,CPC B · T3,whatsapp,11935340855,1,,False,,08:00-20:00
2026-09-16,C0000132,S260818-A2-CPB-SM-T1,CPB,5,cpc,CPC B · T2,sms,11957492245,1,,False,,08:00-20:00
2026-09-16,C0000132,S260818-A2-CPB-SM-T1,CPB,5,cpc,CPC B · T2,email,cliente132_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000133,S260815-M2-CPB-RC-T1,CPB,5,cpc,CPC B · T2,rcs,11952250868,1,,False,,08:00-20:00
2026-09-16,C0000141,S260824-A3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11997968891,1,,False,3,08:00-20:00
2026-09-16,C0000141,S260824-A3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11915765963,2,,False,3,08:00-20:00
2026-09-16,C0000143,S260820-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,agente_voz,11995566058,1,,False,,08:00-20:00
2026-09-16,C0000143,S260820-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,discador,11995566058,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000143,S260820-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,agente_voz,11944933767,2,,False,,08:00-20:00
2026-09-16,C0000143,S260820-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,discador,11944933767,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000143,S260820-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,agente_voz,11958026565,3,,False,,08:00-20:00
2026-09-16,C0000143,S260820-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,discador,11958026565,3,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000145,S260813-A1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11970131974,1,,False,3,08:00-20:00
2026-09-16,C0000149,S260818-M2-CPB-SM-T1,CPB,5,cpc,CPC B · T2,sms,11974344167,1,,False,,08:00-20:00
2026-09-16,C0000149,S260818-M2-CPB-SM-T1,CPB,5,cpc,CPC B · T2,email,cliente149_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000150,S260804-B2-CPB-DC-T2,CPB,5,cpc,CPC B · T3,discador,11918417830,1,,False,3,08:00-20:00
2026-09-16,C0000150,S260804-B2-CPB-DC-T2,CPB,5,cpc,CPC B · T3,discador,11933660159,2,,False,3,08:00-20:00
2026-09-16,C0000166,S260807-M2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11991844187,1,,False,,08:00-20:00
2026-09-16,C0000166,S260807-M2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente166_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000180,S260820-B1-CPB-WA-T2,CPB,5,cpc,CPC B · T3,whatsapp,11956677924,1,,False,,08:00-20:00
2026-09-16,C0000181,S260805-B2-CPB-DC-T3,CPB,5,cpc,rotação → sms,sms,11930462450,1,,False,,08:00-20:00
2026-09-16,C0000181,S260805-B2-CPB-DC-T3,CPB,5,cpc,rotação → sms,email,cliente181_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000193,S260828-B3-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11979287479,1,,False,,08:00-20:00
2026-09-16,C0000196,S260815-B2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11949024966,1,,False,,08:00-20:00
2026-09-16,C0000197,S260803-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11990368682,1,,False,,08:00-20:00
2026-09-16,C0000197,S260803-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11990368682,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000197,S260803-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11998118217,2,,False,,08:00-20:00
2026-09-16,C0000197,S260803-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11998118217,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000197,S260803-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11987683573,3,,False,,08:00-20:00
2026-09-16,C0000197,S260803-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11987683573,3,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000202,S260807-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11965293650,1,,False,,08:00-20:00
2026-09-16,C0000202,S260807-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11965293650,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000204,S260818-M1-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11988219054,1,,False,3,08:00-20:00
2026-09-16,C0000207,S260820-B3-CPB-RC-T3,CPB,5,cpc,rotação → sms,sms,11950328427,1,,False,,08:00-20:00
2026-09-16,C0000216,S260806-A2-CPB-SM-T3,CPB,5,cpc,rotação → whatsapp,whatsapp,11983624445,1,,False,,08:00-20:00
2026-09-16,C0000218,S260806-B2-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11914492485,1,,False,3,08:00-20:00
2026-09-16,C0000223,S260816-M1-CPB-DC-T2,CPB,5,cpc,CPC B · T3,discador,11964073285,1,,False,3,08:00-20:00
2026-09-16,C0000224,S260812-B1-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11937600689,1,,False,3,08:00-20:00
2026-09-16,C0000224,S260812-B1-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11992290204,2,,False,3,08:00-20:00
2026-09-16,C0000231,S260818-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11923933938,1,,False,3,08:00-20:00
2026-09-16,C0000231,S260818-M3-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11922962108,2,,False,3,08:00-20:00
2026-09-16,C0000232,S260813-A3-CPB-WA-T3,CPB,5,cpc,rotação → rcs,rcs,11971348445,1,,False,,08:00-20:00
2026-09-16,C0000234,S260806-A2-CPB-WA-T1,CPB,5,cpc,CPC B · T2,whatsapp,11990364806,1,,False,,08:00-20:00
2026-09-16,C0000236,S260821-A1-CPB-AV-T3,CPB,5,cpc,rotação → discador,discador,11997780834,1,,False,3,08:00-20:00
2026-09-16,C0000243,S260825-B3-CPB-RC-T3,CPB,5,cpc,rotação → sms,sms,11924961569,1,,False,,08:00-20:00
2026-09-16,C0000248,S260818-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11953219045,1,,False,,08:00-20:00
2026-09-16,C0000248,S260818-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11953219045,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000248,S260818-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11997394025,2,,False,,08:00-20:00
2026-09-16,C0000248,S260818-M2-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11997394025,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000250,S260804-M1-CPB-WA-T3,CPB,5,cpc,rotação → rcs,rcs,11946370305,1,,False,,08:00-20:00
2026-09-16,C0000251,S260830-B3-CPB-RC-T1,CPB,5,cpc,CPC B · T2,rcs,11991423148,1,,False,,08:00-20:00
2026-09-16,C0000252,S260814-M2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11932514728,1,,False,,08:00-20:00
2026-09-16,C0000252,S260814-M2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente252_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000253,S260820-A1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11912349830,1,,False,,08:00-20:00
2026-09-16,C0000254,S260831-A1-CPB-WA-T1,CPB,5,cpc,CPC B · T2,whatsapp,11998331692,1,,False,,08:00-20:00
2026-09-16,C0000259,S260823-B1-CPB-RC-T1,CPB,5,cpc,CPC B · T2,rcs,11985250194,1,,False,,08:00-20:00
2026-09-16,C0000262,S260828-M1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11940791351,1,,False,,08:00-20:00
2026-09-16,C0000265,S260829-A1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11921963769,1,,False,3,08:00-20:00
2026-09-16,C0000283,S260805-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,agente_voz,11919836652,1,,False,,08:00-20:00
2026-09-16,C0000283,S260805-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,discador,11919836652,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000283,S260805-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,agente_voz,11989463774,2,,False,,08:00-20:00
2026-09-16,C0000283,S260805-B2-CPB-RC-T3,CPB,5,cpc,rotação → agente_voz,discador,11989463774,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000293,S260804-B3-CPB-SM-T3,CPB,5,cpc,rotação → whatsapp,whatsapp,11987831966,1,,False,,08:00-20:00
2026-09-16,C0000295,S260809-M1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11980735899,1,,False,,08:00-20:00
2026-09-16,C0000295,S260809-M1-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente295_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000300,S260803-M1-CPB-SM-T1,CPB,5,cpc,CPC B · T2,sms,11928835916,1,,False,,08:00-20:00
2026-09-16,C0000300,S260803-M1-CPB-SM-T1,CPB,5,cpc,CPC B · T2,email,cliente300_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000310,S260829-A3-CPB-AV-T1,CPB,5,cpc,CPC B · T2,agente_voz,11917630607,1,,False,,08:00-20:00
2026-09-16,C0000310,S260829-A3-CPB-AV-T1,CPB,5,cpc,CPC B · T2,discador,11917630607,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000311,S260810-B1-CPB-DC-T1,CPB,5,cpc,CPC B · T2,discador,11916070132,1,,False,3,08:00-20:00
2026-09-16,C0000323,S260830-A1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11956687190,1,,False,,08:00-20:00
2026-09-16,C0000323,S260830-A1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11956687190,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000323,S260830-A1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11978154247,2,,False,,08:00-20:00
2026-09-16,C0000323,S260830-A1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11978154247,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000324,S260813-M2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11992965099,1,,False,,08:00-20:00
2026-09-16,C0000324,S260813-M2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente324_1@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000333,S260806-A2-CPB-SM-T1,CPB,5,cpc,CPC B · T2,sms,11989627036,1,,False,,08:00-20:00
2026-09-16,C0000342,S260814-M2-CPB-SM-T3,CPB,5,cpc,rotação → whatsapp,whatsapp,11950131721,1,,False,,08:00-20:00
2026-09-16,C0000345,S260823-A1-CPB-RC-T1,CPB,5,cpc,CPC B · T2,rcs,11964369113,1,,False,,08:00-20:00
2026-09-16,C0000347,S260803-M1-CPB-WA-T1,CPB,5,cpc,CPC B · T2,whatsapp,11925014648,1,,False,,08:00-20:00
2026-09-16,C0000355,S260803-B2-CPB-SM-T1,CPB,5,cpc,CPC B · T2,sms,11948877543,1,,False,,08:00-20:00
2026-09-16,C0000358,S260816-B3-CPB-RC-T1,CPB,5,cpc,CPC B · T2,rcs,11953353998,1,,False,,08:00-20:00
2026-09-16,C0000359,S260810-B1-CPB-SM-T3,CPB,5,cpc,rotação → whatsapp,whatsapp,11923914314,1,,False,,08:00-20:00
2026-09-16,C0000366,S260901-M3-CPB-EM-T3,CPB,5,cpc,rotação → rcs,rcs,11929497739,1,,False,,08:00-20:00
2026-09-16,C0000367,S260812-B2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,sms,11972639699,1,,False,,08:00-20:00
2026-09-16,C0000367,S260812-B2-CPB-SM-T2,CPB,5,cpc,CPC B · T3,email,cliente367_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000368,S260825-B1-CPB-WA-T3,CPB,5,cpc,rotação → rcs,rcs,11964921036,1,,False,,08:00-20:00
2026-09-16,C0000378,S260827-M2-CPB-EM-T1,CPB,5,cpc,CPC B · T2,email,cliente378_1@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000380,S260831-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11987523902,1,,False,,08:00-20:00
2026-09-16,C0000380,S260831-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11987523902,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000384,S260811-B2-CPB-SM-T3,CPB,5,cpc,rotação → whatsapp,whatsapp,11915527526,1,,False,,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11956206961,1,,False,,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11956206961,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11967052528,2,,False,,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11967052528,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11950420086,3,,False,,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11950420086,3,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11935172832,4,,False,,08:00-20:00
2026-09-16,C0000387,S260828-M1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11935172832,4,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000393,S260816-M1-CPB-DC-T3,CPB,5,cpc,rotação → sms,sms,11968018751,1,,False,,08:00-20:00
2026-09-16,C0000393,S260816-M1-CPB-DC-T3,CPB,5,cpc,rotação → sms,email,cliente393_0@exemplo.com,1,,False,,08:00-20:00
2026-09-16,C0000395,S260811-B1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11941343771,1,,False,,08:00-20:00
2026-09-16,C0000395,S260811-B1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11941343771,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000395,S260811-B1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,agente_voz,11966992383,2,,False,,08:00-20:00
2026-09-16,C0000395,S260811-B1-CPB-AV-T2,CPB,5,cpc,CPC B · T3,discador,11966992383,2,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000021,S260901-B1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11966070842,1,,False,,08:00-20:00
2026-09-16,C0000025,S260820-B3-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11922193908,1,,False,,08:00-20:00
2026-09-16,C0000028,S260820-B3-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11973600201,1,,False,,08:00-20:00
2026-09-16,C0000045,S260901-M1-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11961020143,1,,False,,08:00-20:00
2026-09-16,C0000049,S260820-M2-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11971864140,1,,False,,08:00-20:00
2026-09-16,C0000049,S260820-M2-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11919685828,2,,False,,08:00-20:00
2026-09-16,C0000066,S260828-M1-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11979559423,1,,False,,08:00-20:00
2026-09-16,C0000066,S260828-M1-NCP-ND-G2,NCP,7,giro,G2-dia3,rcs,11978041437,2,,False,,08:00-20:00
2026-09-16,C0000071,S260826-B1-NCP-ND-G2,NCP,7,giro,G2-dia5,agente_voz,11995117226,1,,False,,08:00-20:00
2026-09-16,C0000071,S260826-B1-NCP-ND-G2,NCP,7,giro,G2-dia5,discador,11995117226,1,se agente_voz sem contato no dia,False,3,08:00-20:00
2026-09-16,C0000087,S260901-M3-NCP-ND-G1,NCP,7,giro,G1-dia7,sms,11975011125,1,,False,,08:00-20:00
2026-09-16,C0000088,S260820-B3-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11960325994,1,,False,,08:00-20:00
2026-09-16,C0000088,S260820-B3-NCP-ND-G3,NCP,7,giro,G3-dia3,rcs,11920119524,2,,False,,08:00-20:00
