token,campanha,mensagem_id,id_cliente,contato,tipo,canal,link,preparada_em
sazyhomwzumxy6l7,CAMP-NOVOS-2026-09,MSG-V1,C0000500,11978417285,telefone,whatsapp,https://portal.exemplo.com.br/r/sazyhomwzumxy6l7,2026-09-18
4s4rykj4kdpeflat,CAMP-NOVOS-2026-09,MSG-V1,C0000500,11978417285,telefone,rcs,https://portal.exemplo.com.br/r/4s4rykj4kdpeflat,2026-09-18
sxes54tugk5bzlrd,CAMP-NOVOS-2026-09,MSG-V1,C0000500,cliente500_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/sxes54tugk5bzlrd,2026-09-18
fr4ylfg42zrk2t7j,CAMP-NOVOS-2026-09,MSG-V1,C0000500,cliente500_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/fr4ylfg42zrk2t7j,2026-09-18
wsvxjl2uz4v5zrou,CAMP-NOVOS-2026-09,MSG-V1,C0000501,11982143514,telefone,sms,https://portal.exemplo.com.br/r/wsvxjl2uz4v5zrou,2026-09-18
lr7o4pffm3tnazus,CAMP-NOVOS-2026-09,MSG-V1,C0000501,11982143514,telefone,whatsapp,https://portal.exemplo.com.br/r/lr7o4pffm3tnazus,2026-09-18
nqxmkohofu4ifmil,CAMP-NOVOS-2026-09,MSG-V1,C0000501,11982143514,telefone,rcs,https://portal.exemplo.com.br/r/nqxmkohofu4ifmil,2026-09-18
lhkk52m6h33igtad,CAMP-NOVOS-2026-09,MSG-V1,C0000501,11912650315,telefone,sms,https://portal.exemplo.com.br/r/lhkk52m6h33igtad,2026-09-18
e3curcfhv4durzfy,CAMP-NOVOS-2026-09,MSG-V1,C0000501,11912650315,telefone,whatsapp,https://portal.exemplo.com.br/r/e3curcfhv4durzfy,2026-09-18
ppmvbsgfwrkmm7xh,CAMP-NOVOS-2026-09,MSG-V1,C0000501,11912650315,telefone,rcs,https://portal.exemplo.com.br/r/ppmvbsgfwrkmm7xh,2026-09-18
phlokku7us3zbo7p,CAMP-NOVOS-2026-09,MSG-V1,C0000501,cliente501_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/phlokku7us3zbo7p,2026-09-18
6igvlcp2xkql72dy,CAMP-NOVOS-2026-09,MSG-V1,C0000501,cliente501_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/6igvlcp2xkql72dy,2026-09-18
ns4ayvdb4yefdr46,CAMP-NOVOS-2026-09,MSG-V1,C0000502,11910714575,telefone,sms,https://portal.exemplo.com.br/r/ns4ayvdb4yefdr46,2026-09-18
xvt3jntq6nznd2ck,CAMP-NOVOS-2026-09,MSG-V1,C0000502,11910714575,telefone,whatsapp,https://portal.exemplo.com.br/r/xvt3jntq6nznd2ck,2026-09-18
5eazp4seg63peh4z,CAMP-NOVOS-2026-09,MSG-V1,C0000502,11910714575,telefone,rcs,https://portal.exemplo.com.br/r/5eazp4seg63peh4z,2026-09-18
rk5cr3o5hcbkqx7q,CAMP-NOVOS-2026-09,MSG-V1,C0000502,cliente502_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/rk5cr3o5hcbkqx7q,2026-09-18
by4fmmelxji4fi63,CAMP-NOVOS-2026-09,MSG-V1,C0000503,11983071775,telefone,sms,https://portal.exemplo.com.br/r/by4fmmelxji4fi63,2026-09-18
jsgxounlfxq5qgdq,CAMP-NOVOS-2026-09,MSG-V1,C0000503,11983071775,telefone,whatsapp,https://portal.exemplo.com.br/r/jsgxounlfxq5qgdq,2026-09-18
u53qzg46exw3lnjl,CAMP-NOVOS-2026-09,MSG-V1,C0000503,11983071775,telefone,rcs,https://portal.exemplo.com.br/r/u53qzg46exw3lnjl,2026-09-18
t6jzjsybzuht3paz,CAMP-NOVOS-2026-09,MSG-V1,C0000503,cliente503_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/t6jzjsybzuht3paz,2026-09-18
736ydlcrayzinbve,CAMP-NOVOS-2026-09,MSG-V1,C0000503,cliente503_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/736ydlcrayzinbve,2026-09-18
fmbbfuziq5uoelj5,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11991359046,telefone,sms,https://portal.exemplo.com.br/r/fmbbfuziq5uoelj5,2026-09-18
hi3uag72xcwszja4,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11991359046,telefone,whatsapp,https://portal.exemplo.com.br/r/hi3uag72xcwszja4,2026-09-18
uevckzg5x3egdapz,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11991359046,telefone,rcs,https://portal.exemplo.com.br/r/uevckzg5x3egdapz,2026-09-18
lzbs6lkcuu2pbfdi,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11923288780,telefone,sms,https://portal.exemplo.com.br/r/lzbs6lkcuu2pbfdi,2026-09-18
6qgbkripaize4coq,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11923288780,telefone,whatsapp,https://portal.exemplo.com.br/r/6qgbkripaize4coq,2026-09-18
gsj5stx7beddgguw,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11923288780,telefone,rcs,https://portal.exemplo.com.br/r/gsj5stx7beddgguw,2026-09-18
3vpcl6oyjkflobox,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11916004304,telefone,sms,https://portal.exemplo.com.br/r/3vpcl6oyjkflobox,2026-09-18
j6bgm6uyweknbwrc,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11916004304,telefone,whatsapp,https://portal.exemplo.com.br/r/j6bgm6uyweknbwrc,2026-09-18
6l4og2v5ll2kfkfl,CAMP-NOVOS-2026-09,MSG-V1,C0000504,11916004304,telefone,rcs,https://portal.exemplo.com.br/r/6l4og2v5ll2kfkfl,2026-09-18
p4ha5xhsnozrexqg,CAMP-NOVOS-2026-09,MSG-V1,C0000504,cliente504_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/p4ha5xhsnozrexqg,2026-09-18
j54fj27mnm747ctp,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11944987131,telefone,sms,https://portal.exemplo.com.br/r/j54fj27mnm747ctp,2026-09-18
b5imr62ucyectg52,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11944987131,telefone,whatsapp,https://portal.exemplo.com.br/r/b5imr62ucyectg52,2026-09-18
5jkdzvksylymibw3,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11944987131,telefone,rcs,https://portal.exemplo.com.br/r/5jkdzvksylymibw3,2026-09-18
xamyyzpepse25uxg,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11963695060,telefone,sms,https://portal.exemplo.com.br/r/xamyyzpepse25uxg,2026-09-18
muqywwexnp3aufvq,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11963695060,telefone,whatsapp,https://portal.exemplo.com.br/r/muqywwexnp3aufvq,2026-09-18
ho3t5xh4zi2gcjox,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11963695060,telefone,rcs,https://portal.exemplo.com.br/r/ho3t5xh4zi2gcjox,2026-09-18
mvv7bztzfauay5b6,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11967088619,telefone,sms,https://portal.exemplo.com.br/r/mvv7bztzfauay5b6,2026-09-18
obvrh5zeuv2hzvya,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11967088619,telefone,whatsapp,https://portal.exemplo.com.br/r/obvrh5zeuv2hzvya,2026-09-18
qkpueqnmods6g4iw,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11967088619,telefone,rcs,https://portal.exemplo.com.br/r/qkpueqnmods6g4iw,2026-09-18
ail5fifa3c7u4nwr,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11929225877,telefone,sms,https://portal.exemplo.com.br/r/ail5fifa3c7u4nwr,2026-09-18
q2u73ljwwwnbuzng,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11929225877,telefone,whatsapp,https://portal.exemplo.com.br/r/q2u73ljwwwnbuzng,2026-09-18
iododrxwyidn2c4c,CAMP-NOVOS-2026-09,MSG-V1,C0000505,11929225877,telefone,rcs,https://portal.exemplo.com.br/r/iododrxwyidn2c4c,2026-09-18
dhto4mkv4d6a7n3w,CAMP-NOVOS-2026-09,MSG-V1,C0000505,cliente505_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/dhto4mkv4d6a7n3w,2026-09-18
3nkttxceuridtu7x,CAMP-NOVOS-2026-09,MSG-V1,C0000505,cliente505_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/3nkttxceuridtu7x,2026-09-18
fcxax7i2d5dysln3,CAMP-NOVOS-2026-09,MSG-V1,C0000506,11960860721,telefone,sms,https://portal.exemplo.com.br/r/fcxax7i2d5dysln3,2026-09-18
cafk2pc46ctihmnu,CAMP-NOVOS-2026-09,MSG-V1,C0000506,11960860721,telefone,whatsapp,https://portal.exemplo.com.br/r/cafk2pc46ctihmnu,2026-09-18
wd6a6jvtgynka5er,CAMP-NOVOS-2026-09,MSG-V1,C0000506,11960860721,telefone,rcs,https://portal.exemplo.com.br/r/wd6a6jvtgynka5er,2026-09-18
5nx7hqrnkdaoq753,CAMP-NOVOS-2026-09,MSG-V1,C0000506,11920405175,telefone,sms,https://portal.exemplo.com.br/r/5nx7hqrnkdaoq753,2026-09-18
hjhv4gjzfb37bjj6,CAMP-NOVOS-2026-09,MSG-V1,C0000506,11920405175,telefone,whatsapp,https://portal.exemplo.com.br/r/hjhv4gjzfb37bjj6,2026-09-18
wwyczernntjisrqi,CAMP-NOVOS-2026-09,MSG-V1,C0000506,11920405175,telefone,rcs,https://portal.exemplo.com.br/r/wwyczernntjisrqi,2026-09-18
b6rfzfbiseo7ovbt,CAMP-NOVOS-2026-09,MSG-V1,C0000506,cliente506_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/b6rfzfbiseo7ovbt,2026-09-18
v5jd4akp7igc2nez,CAMP-NOVOS-2026-09,MSG-V1,C0000506,cliente506_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/v5jd4akp7igc2nez,2026-09-18
4yls3f6omtw3dews,CAMP-NOVOS-2026-09,MSG-V1,C0000507,11960621018,telefone,sms,https://portal.exemplo.com.br/r/4yls3f6omtw3dews,2026-09-18
xxenst5tacskz2fx,CAMP-NOVOS-2026-09,MSG-V1,C0000507,11960621018,telefone,whatsapp,https://portal.exemplo.com.br/r/xxenst5tacskz2fx,2026-09-18
siuu3777pw3thp2f,CAMP-NOVOS-2026-09,MSG-V1,C0000507,11960621018,telefone,rcs,https://portal.exemplo.com.br/r/siuu3777pw3thp2f,2026-09-18
6ont554evu2yklds,CAMP-NOVOS-2026-09,MSG-V1,C0000507,11939826611,telefone,sms,https://portal.exemplo.com.br/r/6ont554evu2yklds,2026-09-18
huqy7dr63u7c375w,CAMP-NOVOS-2026-09,MSG-V1,C0000507,11939826611,telefone,whatsapp,https://portal.exemplo.com.br/r/huqy7dr63u7c375w,2026-09-18
ndnwwtrmaknsltb2,CAMP-NOVOS-2026-09,MSG-V1,C0000507,11939826611,telefone,rcs,https://portal.exemplo.com.br/r/ndnwwtrmaknsltb2,2026-09-18
zs2oq3dx46iz2uqw,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11923296433,telefone,sms,https://portal.exemplo.com.br/r/zs2oq3dx46iz2uqw,2026-09-18
wbubcltyatnigrs7,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11923296433,telefone,whatsapp,https://portal.exemplo.com.br/r/wbubcltyatnigrs7,2026-09-18
drwwqbkvzk2isl6w,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11923296433,telefone,rcs,https://portal.exemplo.com.br/r/drwwqbkvzk2isl6w,2026-09-18
6bl42mm545cxpcfk,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11962286305,telefone,sms,https://portal.exemplo.com.br/r/6bl42mm545cxpcfk,2026-09-18
l5xu6n6qh64pjf4l,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11962286305,telefone,whatsapp,https://portal.exemplo.com.br/r/l5xu6n6qh64pjf4l,2026-09-18
gmudlcf46qhdpsor,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11962286305,telefone,rcs,https://portal.exemplo.com.br/r/gmudlcf46qhdpsor,2026-09-18
b75tdvdu4fdoeyx3,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11981361168,telefone,sms,https://portal.exemplo.com.br/r/b75tdvdu4fdoeyx3,2026-09-18
thkijqqzx7mgugge,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11981361168,telefone,whatsapp,https://portal.exemplo.com.br/r/thkijqqzx7mgugge,2026-09-18
xf2fwtpq4ejiz2gi,CAMP-NOVOS-2026-09,MSG-V1,C0000508,11981361168,telefone,rcs,https://portal.exemplo.com.br/r/xf2fwtpq4ejiz2gi,2026-09-18
x2vz6zbq2u4gmi7p,CAMP-NOVOS-2026-09,MSG-V1,C0000508,cliente508_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/x2vz6zbq2u4gmi7p,2026-09-18
xwy6tb3a4ohqctxe,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11995791097,telefone,sms,https://portal.exemplo.com.br/r/xwy6tb3a4ohqctxe,2026-09-18
d3fbe5gkqrvn5hjn,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11995791097,telefone,whatsapp,https://portal.exemplo.com.br/r/d3fbe5gkqrvn5hjn,2026-09-18
mxw73tl6hc6np6fv,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11995791097,telefone,rcs,https://portal.exemplo.com.br/r/mxw73tl6hc6np6fv,2026-09-18
7tugzcolyzjmhs3g,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11943435196,telefone,sms,https://portal.exemplo.com.br/r/7tugzcolyzjmhs3g,2026-09-18
nqtmvwmn65dnohv5,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11943435196,telefone,whatsapp,https://portal.exemplo.com.br/r/nqtmvwmn65dnohv5,2026-09-18
d7ndipvhclhm422w,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11943435196,telefone,rcs,https://portal.exemplo.com.br/r/d7ndipvhclhm422w,2026-09-18
py2hhjc62y5h7vzu,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11971443076,telefone,sms,https://portal.exemplo.com.br/r/py2hhjc62y5h7vzu,2026-09-18
d3z7nbouwdk24sgt,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11971443076,telefone,whatsapp,https://portal.exemplo.com.br/r/d3z7nbouwdk24sgt,2026-09-18
3ndxdwlighdtqlem,CAMP-NOVOS-2026-09,MSG-V1,C0000509,11971443076,telefone,rcs,https://portal.exemplo.com.br/r/3ndxdwlighdtqlem,2026-09-18
24vqaqgridaurdsr,CAMP-NOVOS-2026-09,MSG-V1,C0000509,cliente509_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/24vqaqgridaurdsr,2026-09-18
s36uynbsq3aerviw,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11951025192,telefone,sms,https://portal.exemplo.com.br/r/s36uynbsq3aerviw,2026-09-18
p5jjckibj3yekivp,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11951025192,telefone,whatsapp,https://portal.exemplo.com.br/r/p5jjckibj3yekivp,2026-09-18
3mdlb577jnfohwxb,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11951025192,telefone,rcs,https://portal.exemplo.com.br/r/3mdlb577jnfohwxb,2026-09-18
zozy56i3pbhoklwk,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11951974837,telefone,sms,https://portal.exemplo.com.br/r/zozy56i3pbhoklwk,2026-09-18
ainuonbdljhpbgna,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11951974837,telefone,whatsapp,https://portal.exemplo.com.br/r/ainuonbdljhpbgna,2026-09-18
scmmrdbplhuclxgi,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11951974837,telefone,rcs,https://portal.exemplo.com.br/r/scmmrdbplhuclxgi,2026-09-18
3mht5p2hrdefruzw,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11920293588,telefone,sms,https://portal.exemplo.com.br/r/3mht5p2hrdefruzw,2026-09-18
ipndkv6x2vfac7fp,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11920293588,telefone,whatsapp,https://portal.exemplo.com.br/r/ipndkv6x2vfac7fp,2026-09-18
q4revdaf3nfb4yna,CAMP-NOVOS-2026-09,MSG-V1,C0000510,11920293588,telefone,rcs,https://portal.exemplo.com.br/r/q4revdaf3nfb4yna,2026-09-18
i3d3xhbhr25luwwn,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11974378331,telefone,sms,https://portal.exemplo.com.br/r/i3d3xhbhr25luwwn,2026-09-18
vdsdoe2jun6m2jdy,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11974378331,telefone,whatsapp,https://portal.exemplo.com.br/r/vdsdoe2jun6m2jdy,2026-09-18
psaarrfbbq4akvdp,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11974378331,telefone,rcs,https://portal.exemplo.com.br/r/psaarrfbbq4akvdp,2026-09-18
duuczzvu3cku33qx,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11981458772,telefone,sms,https://portal.exemplo.com.br/r/duuczzvu3cku33qx,2026-09-18
mv5s2qwcsclelnjb,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11981458772,telefone,whatsapp,https://portal.exemplo.com.br/r/mv5s2qwcsclelnjb,2026-09-18
55fw4zniz7f4divi,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11981458772,telefone,rcs,https://portal.exemplo.com.br/r/55fw4zniz7f4divi,2026-09-18
2dxjwtim442ljyqi,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11964421457,telefone,sms,https://portal.exemplo.com.br/r/2dxjwtim442ljyqi,2026-09-18
p6bssd2pi2fmprgg,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11964421457,telefone,whatsapp,https://portal.exemplo.com.br/r/p6bssd2pi2fmprgg,2026-09-18
mddnm3cgtfmi44be,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11964421457,telefone,rcs,https://portal.exemplo.com.br/r/mddnm3cgtfmi44be,2026-09-18
h5oxvvy3wcv3bf4g,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11910978481,telefone,sms,https://portal.exemplo.com.br/r/h5oxvvy3wcv3bf4g,2026-09-18
itaabb5e4kq2y5os,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11910978481,telefone,whatsapp,https://portal.exemplo.com.br/r/itaabb5e4kq2y5os,2026-09-18
tmdoyxjholhz6fv3,CAMP-NOVOS-2026-09,MSG-V1,C0000511,11910978481,telefone,rcs,https://portal.exemplo.com.br/r/tmdoyxjholhz6fv3,2026-09-18
dup7ilzv3du6k6ao,CAMP-NOVOS-2026-09,MSG-V1,C0000511,cliente511_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/dup7ilzv3du6k6ao,2026-09-18
cmwdf4wtkblbpp4d,CAMP-NOVOS-2026-09,MSG-V1,C0000511,cliente511_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/cmwdf4wtkblbpp4d,2026-09-18
oybwcifluf4yao7c,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11980265183,telefone,sms,https://portal.exemplo.com.br/r/oybwcifluf4yao7c,2026-09-18
6g5txg2shmizlimb,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11980265183,telefone,whatsapp,https://portal.exemplo.com.br/r/6g5txg2shmizlimb,2026-09-18
rwigazvcwyxfsxlq,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11980265183,telefone,rcs,https://portal.exemplo.com.br/r/rwigazvcwyxfsxlq,2026-09-18
6n5f2wviv37lzkpv,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11959264742,telefone,sms,https://portal.exemplo.com.br/r/6n5f2wviv37lzkpv,2026-09-18
2e7goy57jee3af32,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11959264742,telefone,whatsapp,https://portal.exemplo.com.br/r/2e7goy57jee3af32,2026-09-18
lwrarpd6kciee5zz,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11959264742,telefone,rcs,https://portal.exemplo.com.br/r/lwrarpd6kciee5zz,2026-09-18
mgbmxbpjnk46qg7k,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11916832563,telefone,sms,https://portal.exemplo.com.br/r/mgbmxbpjnk46qg7k,2026-09-18
xg6ami6sdtm3ujjg,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11916832563,telefone,whatsapp,https://portal.exemplo.com.br/r/xg6ami6sdtm3ujjg,2026-09-18
gspflim6kx2j7b4f,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11916832563,telefone,rcs,https://portal.exemplo.com.br/r/gspflim6kx2j7b4f,2026-09-18
wizkqmzvniougttj,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11960101289,telefone,sms,https://portal.exemplo.com.br/r/wizkqmzvniougttj,2026-09-18
mwvduvfshuqj2pek,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11960101289,telefone,whatsapp,https://portal.exemplo.com.br/r/mwvduvfshuqj2pek,2026-09-18
ee4w72ea2hj3mnzj,CAMP-NOVOS-2026-09,MSG-V1,C0000512,11960101289,telefone,rcs,https://portal.exemplo.com.br/r/ee4w72ea2hj3mnzj,2026-09-18
nkblwkvld35hqn57,CAMP-NOVOS-2026-09,MSG-V1,C0000512,cliente512_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/nkblwkvld35hqn57,2026-09-18
y766sdoegi7peyj2,CAMP-NOVOS-2026-09,MSG-V1,C0000512,cliente512_1@exemplo.com,email,email,https://portal.exemplo.com.br/r/y766sdoegi7peyj2,2026-09-18
yxctsbzm5qhvnosf,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11996298460,telefone,sms,https://portal.exemplo.com.br/r/yxctsbzm5qhvnosf,2026-09-18
7j4eqhpd632msnec,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11996298460,telefone,whatsapp,https://portal.exemplo.com.br/r/7j4eqhpd632msnec,2026-09-18
fxcmohhi3ey2ih3d,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11996298460,telefone,rcs,https://portal.exemplo.com.br/r/fxcmohhi3ey2ih3d,2026-09-18
ljduisssmhcx3arj,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11972150455,telefone,sms,https://portal.exemplo.com.br/r/ljduisssmhcx3arj,2026-09-18
zn4ksvrn5dremnva,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11972150455,telefone,whatsapp,https://portal.exemplo.com.br/r/zn4ksvrn5dremnva,2026-09-18
i2cnofdscltrtp4g,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11972150455,telefone,rcs,https://portal.exemplo.com.br/r/i2cnofdscltrtp4g,2026-09-18
im32ptmnfnqeat3q,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11917717080,telefone,sms,https://portal.exemplo.com.br/r/im32ptmnfnqeat3q,2026-09-18
2vfat6fez527dogi,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11917717080,telefone,whatsapp,https://portal.exemplo.com.br/r/2vfat6fez527dogi,2026-09-18
e7uvzccahg33hogb,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11917717080,telefone,rcs,https://portal.exemplo.com.br/r/e7uvzccahg33hogb,2026-09-18
nkmzbhsk4kswluwi,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11992615071,telefone,sms,https://portal.exemplo.com.br/r/nkmzbhsk4kswluwi,2026-09-18
caxfezt4srhdc5xg,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11992615071,telefone,whatsapp,https://portal.exemplo.com.br/r/caxfezt4srhdc5xg,2026-09-18
ciuo4e2zi6v6idp2,CAMP-NOVOS-2026-09,MSG-V1,C0000513,11992615071,telefone,rcs,https://portal.exemplo.com.br/r/ciuo4e2zi6v6idp2,2026-09-18
qf7pat6apifzfiof,CAMP-NOVOS-2026-09,MSG-V1,C0000514,11965125778,telefone,sms,https://portal.exemplo.com.br/r/qf7pat6apifzfiof,2026-09-18
zrvyxlf4ly4tauqk,CAMP-NOVOS-2026-09,MSG-V1,C0000514,11965125778,telefone,whatsapp,https://portal.exemplo.com.br/r/zrvyxlf4ly4tauqk,2026-09-18
kezfn3caecwl6ut3,CAMP-NOVOS-2026-09,MSG-V1,C0000514,11965125778,telefone,rcs,https://portal.exemplo.com.br/r/kezfn3caecwl6ut3,2026-09-18
zom7npzsasgpnfjt,CAMP-NOVOS-2026-09,MSG-V1,C0000514,cliente514_0@exemplo.com,email,email,https://portal.exemplo.com.br/r/zom7npzsasgpnfjt,2026-09-18
rb4bozrngzwns5na,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11998084362,telefone,sms,https://portal.exemplo.com.br/r/rb4bozrngzwns5na,2026-09-18
nk6r6fizatvwyk7w,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11998084362,telefone,whatsapp,https://portal.exemplo.com.br/r/nk6r6fizatvwyk7w,2026-09-18
7bkmnwb2pppdjctt,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11998084362,telefone,rcs,https://portal.exemplo.com.br/r/7bkmnwb2pppdjctt,2026-09-18
h57wkdkzfiy56csd,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11957477880,telefone,sms,https://portal.exemplo.com.br/r/h57wkdkzfiy56csd,2026-09-18
rap57efcpisprns3,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11957477880,telefone,whatsapp,https://portal.exemplo.com.br/r/rap57efcpisprns3,2026-09-18
u6m3xclr7brwcvmi,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11957477880,telefone,rcs,https://portal.exemplo.com.br/r/u6m3xclr7brwcvmi,2026-09-18
l2lqglj6n4zbsazg,CAMP-NOVOS-2026-09,MSG-V1,C0000515,11910779834,telefone,sms,https://portal.exemplo.com.br/r/l2lqglj6n4zbsazg,2026-09-18
